_source_file,_room,_board_number,ns_dd_S,ew_dd_S,ns_dd_H,ew_dd_H,ns_dd_D,ew_dd_D,ns_dd_C,ew_dd_C,ns_dd_N,ew_dd_N,dd_par_level,dd_par_denom,dd_par_declarer_is_ns,dd_par_score
85223.lin,closed,4,4,9,6,7,5,7,4,9,5,7,1,0,0,-140
85223.lin,open,5,5,8,6,7,5,8,3,10,5,8,1,3,0,-130
85223.lin,closed,5,5,8,6,7,5,8,3,10,5,8,1,3,0,-130
85223.lin,open,6,10,3,12,1,12,1,9,3,12,1,6,4,1,990
85223.lin,closed,6,10,3,12,1,12,1,9,3,12,1,6,4,1,990
85223.lin,open,7,8,4,7,5,6,6,7,6,7,5,1,0,1,110
85223.lin,closed,7,8,4,7,5,6,6,7,6,7,5,1,0,1,110
85223.lin,open,8,4,8,5,8,5,7,5,7,5,7,1,0,0,-110
85223.lin,closed,8,4,8,5,8,5,7,5,7,5,7,1,0,0,-110
85223.lin,open,9,2,11,7,6,2,10,4,8,2,10,4,0,0,-650
85223.lin,closed,9,2,11,7,6,2,10,4,8,2,10,4,0,0,-650
85223.lin,open,10,6,6,2,11,7,6,2,11,2,8,4,1,0,-650
85223.lin,closed,10,6,6,2,11,7,6,2,11,2,8,4,1,0,-650
85223.lin,open,11,4,8,4,9,5,8,4,8,4,9,3,4,0,-400
85223.lin,closed,11,4,8,4,9,5,8,4,8,4,9,3,4,0,-400
85223.lin,open,12,3,10,8,4,7,5,5,7,6,6,4,0,0,-420
85223.lin,closed,12,3,10,8,4,7,5,5,7,6,6,4,0,0,-420
85223.lin,open,13,11,2,12,1,9,4,12,1,12,1,6,4,1,1440
85223.lin,closed,13,11,2,12,1,9,4,12,1,12,1,6,4,1,1440
85223.lin,open,14,3,9,6,7,6,7,7,6,4,9,3,4,0,-400
85223.lin,closed,14,3,9,6,7,6,7,7,6,4,9,3,4,0,-400
85223.lin,open,15,5,6,8,4,8,5,11,1,7,5,5,3,1,600
85223.lin,closed,15,5,6,8,4,8,5,11,1,7,5,5,3,1,600
85223.lin,open,16,9,3,10,3,5,8,6,6,7,5,4,0,1,420
85223.lin,closed,16,9,3,10,3,5,8,6,6,7,5,4,0,1,420
85224.lin,open,1,9,4,3,9,2,10,7,4,6,7,4,0,1,-100
85224.lin,closed,1,9,4,3,9,2,10,7,4,6,7,4,0,1,-100
85224.lin,open,2,3,9,5,6,4,7,6,5,5,8,1,0,0,-140
85224.lin,closed,2,3,9,5,6,4,7,6,5,5,8,1,0,0,-140
85224.lin,closed,3,8,5,8,4,8,5,5,7,7,6,1,0,1,110
85225.lin,open,3,8,5,8,4,8,5,5,7,7,6,1,0,1,110
85225.lin,open,4,6,6,5,8,6,6,8,4,6,6,2,1,0,-110
85225.lin,closed,4,6,6,5,8,6,6,8,4,6,6,2,1,0,-110
85225.lin,open,5,8,5,2,11,8,3,3,10,6,5,4,1,0,-450
85225.lin,closed,5,8,5,2,11,8,3,3,10,6,5,4,1,0,-450
85225.lin,open,6,7,6,7,6,4,8,7,6,7,6,2,2,0,-90
85225.lin,closed,6,7,6,7,6,4,8,7,6,7,6,2,2,0,-90
85225.lin,open,7,6,6,5,7,6,7,8,4,7,5,1,4,1,90
85225.lin,closed,7,6,6,5,7,6,7,8,4,7,5,1,4,1,90
85225.lin,open,8,0,11,1,11,8,5,10,3,0,7,6,3,1,-300
85225.lin,closed,8,0,11,1,11,8,5,10,3,0,7,6,3,1,-300
85225.lin,open,9,9,4,10,3,9,3,6,7,8,4,4,1,1,420
85225.lin,closed,9,9,4,10,3,9,3,6,7,8,4,4,1,1,420
85225.lin,open,10,8,5,6,6,2,11,2,11,4,6,5,2,0,-600
85225.lin,closed,10,8,5,6,6,2,11,2,11,4,6,5,2,0,-600
85225.lin,open,11,2,11,10,3,8,5,7,5,4,7,6,1,1,-300
85225.lin,closed,11,2,11,10,3,8,5,7,5,4,7,6,1,1,-300
85225.lin,open,12,9,4,11,1,9,4,10,3,10,1,4,1,1,650
85225.lin,closed,12,9,4,11,1,9,4,10,3,10,1,4,1,1,650
85225.lin,open,13,2,9,3,8,4,8,6,7,4,9,3,4,0,-600
85225.lin,closed,13,2,9,3,8,4,8,6,7,4,9,3,4,0,-600
85225.lin,open,14,6,7,8,5,5,7,9,4,8,4,2,4,1,120
85225.lin,closed,14,6,7,8,5,5,7,9,4,8,4,2,4,1,120
85227.lin,open,1,6,7,10,3,8,5,6,6,8,5,4,1,1,420
85227.lin,open,2,4,9,3,10,4,9,3,9,3,10,3,4,0,-430
85227.lin,closed,2,4,9,3,10,4,9,3,9,3,10,3,4,0,-430
85227.lin,open,3,4,9,6,6,9,3,10,3,8,5,4,3,1,130
85227.lin,closed,3,4,9,6,6,9,3,10,3,8,5,4,3,1,130
85227.lin,open,4,5,8,4,9,5,8,10,3,7,4,4,3,1,130
85227.lin,closed,4,5,8,4,9,5,8,10,3,7,4,4,3,1,130
85227.lin,open,5,7,5,1,12,1,12,8,5,1,7,6,1,0,-980
85227.lin,closed,5,7,5,1,12,1,12,8,5,1,7,6,1,0,-980
85227.lin,open,6,3,10,3,8,10,3,5,8,8,4,5,2,1,-100
85227.lin,closed,6,3,10,3,8,10,3,5,8,8,4,5,2,1,-100
85227.lin,open,7,1,12,7,6,3,10,8,5,3,9,7,3,1,-1400
85227.lin,closed,7,1,12,7,6,3,10,8,5,3,9,7,3,1,-1400
85227.lin,open,8,10,2,7,6,8,4,9,4,9,4,4,0,1,420
85227.lin,closed,8,10,2,7,6,8,4,9,4,9,4,4,0,1,420
85227.lin,open,9,1,11,2,11,7,6,7,5,2,8,4,0,0,-650
85227.lin,closed,9,1,11,2,11,7,6,7,5,2,8,4,0,0,-650
85227.lin,open,10,4,9,6,7,7,6,6,7,6,7,1,0,0,-140
85227.lin,closed,10,4,9,6,7,7,6,6,7,6,7,1,0,0,-140
85228.lin,open,17,7,5,6,7,10,3,9,3,9,3,3,4,1,430
85228.lin,closed,17,7,5,6,7,10,3,9,3,9,3,3,4,1,430
85228.lin,open,18,7,6,7,6,6,6,4,9,5,8,1,4,0,-120
85228.lin,closed,18,7,6,7,6,6,6,4,9,5,8,1,4,0,-120
85228.lin,open,19,8,4,7,5,9,3,9,3,8,4,1,4,1,120
85228.lin,closed,19,8,4,7,5,9,3,9,3,8,4,1,4,1,120
85228.lin,open,20,6,7,1,12,4,9,6,6,3,10,6,1,0,-1430
85228.lin,closed,20,6,7,1,12,4,9,6,6,3,10,6,1,0,-1430
85228.lin,open,21,3,10,8,4,5,7,8,5,5,7,4,0,0,-420
85228.lin,closed,21,3,10,8,4,5,7,8,5,5,7,4,0,0,-420
85228.lin,open,22,6,6,9,4,4,9,7,5,8,4,3,1,1,140
85228.lin,closed,22,6,6,9,4,4,9,7,5,8,4,3,1,1,140
85228.lin,open,23,5,8,8,5,9,4,8,5,5,4,3,2,1,110
85228.lin,closed,23,5,8,8,5,9,4,8,5,5,4,3,2,1,110
85228.lin,open,24,8,5,9,4,6,6,11,2,10,3,3,4,1,430
85228.lin,closed,24,8,5,9,4,6,6,11,2,10,3,3,4,1,430
85228.lin,open,25,4,9,7,6,11,0,10,2,10,3,4,4,1,430
85228.lin,closed,25,4,9,7,6,11,0,10,2,10,3,4,4,1,430
85228.lin,open,26,4,9,2,10,5,7,4,9,4,9,4,1,0,-620
85228.lin,closed,26,4,9,2,10,5,7,4,9,4,9,4,1,0,-620
85228.lin,open,27,3,9,7,6,7,6,4,8,5,7,2,0,0,-140
85228.lin,closed,27,3,9,7,6,7,6,4,8,5,7,2,0,0,-140
85228.lin,open,28,11,1,6,7,9,3,10,1,9,1,4,0,1,650
85228.lin,closed,28,11,1,6,7,9,3,10,1,9,1,4,0,1,650
85228.lin,open,29,2,10,2,10,7,4,9,4,6,5,5,3,1,-500
85228.lin,closed,29,2,10,2,10,7,4,9,4,6,5,5,3,1,-500
85228.lin,open,30,11,2,12,0,11,2,10,3,12,1,6,4,1,990
85228.lin,closed,30,11,2,12,0,11,2,10,3,12,1,6,4,1,990
85228.lin,open,31,4,9,4,9,10,3,9,4,8,3,4,0,0,100
85228.lin,closed,31,4,9,4,9,10,3,9,4,8,3,4,0,0,100
85228.lin,open,32,5,8,6,6,8,3,9,4,7,3,3,3,1,110
85228.lin,closed,32,5,8,6,6,8,3,9,4,7,3,3,3,1,110
85229.lin,open,11,7,6,4,9,6,6,5,8,5,7,3,1,0,-140
85229.lin,closed,11,7,6,4,9,6,6,5,8,5,7,3,1,0,-140
85229.lin,open,12,8,5,7,6,7,6,9,4,7,6,2,0,1,110
85229.lin,closed,12,8,5,7,6,7,6,9,4,7,6,2,0,1,110
85229.lin,open,13,5,8,5,7,10,2,7,6,6,7,3,2,1,130
85229.lin,closed,13,5,8,5,7,10,2,7,6,6,7,3,2,1,130
85229.lin,open,14,8,4,8,4,5,8,3,9,7,4,3,0,1,-100
85229.lin,closed,14,8,4,8,4,5,8,3,9,7,4,3,0,1,-100
85229.lin,open,15,11,2,12,1,11,2,11,2,12,1,6,4,1,1440
85229.lin,closed,15,11,2,12,1,11,2,11,2,12,1,6,4,1,1440
85229.lin,open,16,3,9,6,6,10,3,3,10,8,5,4,2,1,130
85229.lin,closed,16,3,9,6,6,10,3,3,10,8,5,4,2,1,130
85229.lin,open,17,9,3,4,8,9,4,7,5,6,7,3,0,1,140
85229.lin,closed,17,9,3,4,8,9,4,7,5,6,7,3,0,1,140
85229.lin,open,18,5,8,5,8,9,4,10,3,6,7,4,3,1,130
85229.lin,closed,18,5,8,5,8,9,4,10,3,6,7,4,3,1,130
85229.lin,open,19,12,1,5,7,5,8,5,8,11,1,6,0,1,980
85229.lin,closed,19,12,1,5,7,5,8,5,8,11,1,6,0,1,980
85229.lin,closed,20,6,7,6,7,7,4,5,8,6,6,2,3,0,-90
85230.lin,open,1,5,8,5,8,4,8,7,6,5,6,2,0,0,-110
85230.lin,closed,1,5,8,5,8,4,8,7,6,5,6,2,0,0,-110
85230.lin,open,2,8,5,5,8,5,7,7,6,7,6,3,1,0,100
85230.lin,closed,2,8,5,5,8,5,7,7,6,7,6,3,1,0,100
85230.lin,closed,3,5,8,8,5,5,8,7,5,5,7,3,1,1,-100
85230.lin,open,4,5,7,4,9,10,2,3,8,4,3,4,2,1,130
85230.lin,closed,4,5,7,4,9,10,2,3,8,4,3,4,2,1,130
85230.lin,open,5,10,3,10,3,4,9,5,8,8,5,5,2,0,300
85230.lin,closed,5,10,3,10,3,4,9,5,8,8,5,5,2,0,300
85230.lin,open,6,8,5,9,3,6,6,8,5,8,5,1,1,1,140
85230.lin,closed,6,8,5,9,3,6,6,8,5,8,5,1,1,1,140
85230.lin,open,7,9,4,5,8,6,6,10,3,7,6,2,0,1,140
85230.lin,closed,7,9,4,5,8,6,6,10,3,7,6,2,0,1,140
85230.lin,open,8,6,7,4,7,6,6,4,9,6,7,2,1,0,-110
85230.lin,closed,8,6,7,4,7,6,6,4,9,6,7,2,1,0,-110
85230.lin,open,9,10,3,8,5,9,3,10,3,10,3,3,4,1,430
85230.lin,closed,9,10,3,8,5,9,3,10,3,10,3,3,4,1,430
85230.lin,open,10,8,4,2,10,6,6,2,11,2,9,5,3,0,-600
85230.lin,closed,10,8,4,2,10,6,6,2,11,2,9,5,3,0,-600
85230.lin,open,11,6,7,6,7,3,9,4,9,6,7,2,2,0,-110
85230.lin,closed,11,6,7,6,7,3,9,4,9,6,7,2,2,0,-110
85230.lin,open,12,9,4,7,6,5,8,9,4,7,5,3,0,1,140
85230.lin,closed,12,9,4,7,6,5,8,9,4,7,5,3,0,1,140
85230.lin,open,13,10,3,10,3,7,6,8,5,8,3,3,4,1,630
85230.lin,closed,13,10,3,10,3,7,6,8,5,8,3,3,4,1,630
85230.lin,open,14,9,4,3,8,10,3,2,11,3,9,5,2,1,-100
85230.lin,closed,14,9,4,3,8,10,3,2,11,3,9,5,2,1,-100
85231.lin,open,1,9,4,4,8,3,9,3,10,4,9,4,0,1,-100
85231.lin,closed,1,9,4,4,8,3,9,3,10,4,9,4,0,1,-100
85231.lin,open,2,13,0,3,10,13,0,4,8,7,0,7,0,1,2210
85231.lin,closed,2,13,0,3,10,13,0,4,8,7,0,7,0,1,2210
85231.lin,open,3,7,6,12,1,6,7,12,1,12,1,6,4,1,990
85231.lin,closed,3,7,6,12,1,6,7,12,1,12,1,6,4,1,990
85231.lin,open,4,7,6,5,7,3,10,6,7,4,7,2,2,0,-130
85231.lin,closed,4,7,6,5,7,3,10,6,7,4,7,2,2,0,-130
85231.lin,open,5,4,9,2,11,1,12,1,12,1,12,6,4,0,-990
85231.lin,closed,5,4,9,2,11,1,12,1,12,1,12,6,4,0,-990
85231.lin,open,6,8,5,4,9,9,4,8,4,5,5,3,0,1,-100
85231.lin,closed,6,8,5,4,9,9,4,8,4,5,5,3,0,1,-100
85231.lin,open,7,6,6,8,5,6,6,5,7,7,6,1,1,1,110
85231.lin,closed,7,6,6,8,5,6,6,5,7,7,6,1,1,1,110
85231.lin,open,8,2,11,2,10,1,11,3,10,3,10,4,0,0,-450
85231.lin,closed,8,2,11,2,10,1,11,3,10,3,10,4,0,0,-450
85231.lin,open,9,10,3,10,2,11,1,13,0,12,1,7,3,1,1440
85231.lin,closed,9,10,3,10,2,11,1,13,0,12,1,7,3,1,1440
85231.lin,open,10,6,7,7,6,8,4,9,4,8,4,1,4,1,120
85231.lin,closed,10,6,7,7,6,8,4,9,4,8,4,1,4,1,120
85231.lin,closed,11,7,6,4,9,5,8,6,7,5,8,3,1,0,-140
85231.lin,closed,12,7,6,5,8,1,12,7,6,2,11,6,2,0,-920
85231.lin,closed,13,10,3,4,8,10,2,6,6,7,2,4,0,1,620
85233.lin,closed,1,7,6,5,8,4,9,5,7,5,8,2,4,0,-120
85233.lin,open,2,8,5,9,4,7,6,4,9,6,6,4,3,0,100
85233.lin,closed,2,8,5,9,4,7,6,4,9,6,6,4,3,0,100
85233.lin,open,3,7,6,5,7,4,8,2,10,2,11,4,4,0,-660
85233.lin,closed,3,7,6,5,7,4,8,2,10,2,11,4,4,0,-660
85233.lin,open,4,7,6,1,11,6,7,2,11,2,11,3,4,0,-660
85233.lin,closed,4,7,6,1,11,6,7,2,11,2,11,3,4,0,-660
85233.lin,closed,5,4,9,4,9,2,10,2,10,2,10,3,4,0,-430
85234.lin,open,1,2,11,7,6,3,10,5,7,5,8,4,0,0,-450
85234.lin,closed,1,2,11,7,6,3,10,5,7,5,8,4,0,0,-450
85234.lin,open,2,3,8,5,7,3,10,2,10,3,9,3,4,0,-400
85234.lin,closed,2,3,8,5,7,3,10,2,10,3,9,3,4,0,-400
85234.lin,open,3,4,8,2,10,8,5,6,4,6,4,5,2,1,-500
85234.lin,closed,3,4,8,2,10,8,5,6,4,6,4,5,2,1,-500
85234.lin,open,4,6,6,8,5,8,5,7,6,8,5,1,4,1,120
85234.lin,closed,4,6,6,8,5,8,5,7,6,8,5,1,4,1,120
85234.lin,open,5,8,4,3,10,7,6,3,8,7,6,4,1,0,-420
85234.lin,closed,5,8,4,3,10,7,6,3,8,7,6,4,1,0,-420
85234.lin,open,6,10,2,6,7,6,6,7,6,7,5,4,0,1,420
85234.lin,closed,6,10,2,6,7,6,6,7,6,7,5,4,0,1,420
85234.lin,open,7,6,7,7,3,4,9,9,3,7,6,3,2,0,-110
85234.lin,closed,7,6,7,7,3,4,9,9,3,7,6,3,2,0,-110
85234.lin,open,8,8,4,3,9,5,8,3,9,7,6,3,0,1,-100
85234.lin,closed,8,8,4,3,9,5,8,3,9,7,6,3,0,1,-100
85234.lin,open,9,4,9,10,3,4,9,8,4,5,7,4,0,0,200
85234.lin,closed,9,4,9,10,3,4,9,8,4,5,7,4,0,0,200
85234.lin,open,10,10,3,10,3,3,10,2,11,6,3,5,0,1,-200
85234.lin,closed,10,10,3,10,3,3,10,2,11,6,3,5,0,1,-200
85234.lin,closed,11,5,8,6,7,6,7,4,9,4,9,3,4,0,-400
85234.lin,open,12,12,0,7,5,12,0,8,5,8,0,6,0,1,1430
85234.lin,closed,12,12,0,7,5,12,0,8,5,8,0,6,0,1,1430
85234.lin,closed,13,5,8,8,4,5,8,6,6,4,9,4,1,1,-500
85234.lin,closed,14,8,5,7,5,6,7,8,4,6,6,2,0,1,110
85234.lin,closed,15,8,5,7,5,6,6,7,6,7,5,1,0,1,110
85234.lin,closed,16,11,2,6,7,9,4,7,5,6,5,4,0,1,450
85235.lin,open,1,6,7,5,8,8,4,9,4,6,7,3,1,0,100
85235.lin,closed,1,6,7,5,8,8,4,9,4,6,7,3,1,0,100
85235.lin,open,2,7,5,7,6,6,7,8,5,5,5,2,4,0,-120
85235.lin,closed,2,7,5,7,6,6,7,8,5,5,5,2,4,0,-120
85235.lin,open,3,9,4,8,4,3,10,7,6,4,7,4,0,1,-100
85235.lin,closed,3,9,4,8,4,3,10,7,6,4,7,4,0,1,-100
85235.lin,open,4,5,8,8,5,7,6,5,8,5,8,2,4,0,-120
85235.lin,closed,4,5,8,8,5,7,6,5,8,5,8,2,4,0,-120
85235.lin,open,5,8,4,8,4,9,4,8,5,8,5,1,4,1,120
85235.lin,closed,5,8,4,8,4,9,4,8,5,8,5,1,4,1,120
85235.lin,open,6,6,6,10,3,7,6,9,3,10,3,3,4,1,430
85235.lin,closed,6,6,6,10,3,7,6,9,3,10,3,3,4,1,430
85235.lin,open,7,2,10,4,9,3,9,2,11,2,11,3,4,0,-660
85236.lin,open,1,5,8,5,7,4,9,4,9,5,8,1,4,0,-120
85236.lin,closed,1,5,8,5,7,4,9,4,9,5,8,1,4,0,-120
85236.lin,open,2,7,5,7,6,6,7,7,6,7,6,1,4,1,90
85236.lin,closed,2,7,5,7,6,6,7,7,6,7,6,1,4,1,90
85236.lin,open,3,3,10,2,11,2,11,1,12,1,12,6,4,0,-1440
85236.lin,closed,3,3,10,2,11,2,11,1,12,1,12,6,4,0,-1440
85236.lin,open,4,8,5,5,7,0,11,0,11,0,10,4,4,0,-630
85236.lin,closed,4,8,5,5,7,0,11,0,11,0,10,4,4,0,-630
85236.lin,open,5,8,5,6,6,6,7,8,5,7,6,2,0,1,110
85236.lin,closed,5,8,5,6,6,6,7,8,5,7,6,2,0,1,110
85236.lin,open,6,6,7,4,8,3,10,7,6,4,9,4,3,1,-500
85236.lin,closed,6,6,7,4,8,3,10,7,6,4,9,4,3,1,-500
85236.lin,open,7,9,4,2,11,6,7,3,9,3,6,5,0,1,-500
85236.lin,closed,7,9,4,2,11,6,7,3,9,3,6,5,0,1,-500
85236.lin,open,8,9,3,9,4,7,6,6,6,7,5,1,0,1,140
85236.lin,closed,8,9,3,9,4,7,6,6,6,7,5,1,0,1,140
85236.lin,open,9,7,6,7,6,8,4,6,6,6,6,1,2,1,90
85236.lin,closed,9,7,6,7,6,8,4,6,6,6,6,1,2,1,90
85236.lin,open,10,2,9,0,12,7,6,1,12,1,12,6,4,0,-1440
85236.lin,closed,10,2,9,0,12,7,6,1,12,1,12,6,4,0,-1440
85236.lin,open,11,4,8,4,9,8,3,8,5,7,6,3,1,0,-140
85236.lin,closed,11,4,8,4,9,8,3,8,5,7,6,3,1,0,-140
85236.lin,open,12,5,8,5,8,6,7,4,9,5,8,1,4,0,-120
85236.lin,closed,12,5,8,5,8,6,7,4,9,5,8,1,4,0,-120
85239.lin,open,17,11,2,7,6,6,6,9,3,10,2,4,0,1,450
85239.lin,closed,17,11,2,7,6,6,6,9,3,10,2,4,0,1,450
85239.lin,open,18,4,8,2,9,2,11,4,9,2,10,3,4,0,-430
85239.lin,closed,18,4,8,2,9,2,11,4,9,2,10,3,4,0,-430
85239.lin,open,19,3,9,3,10,4,9,3,9,3,10,3,4,0,-630
85239.lin,closed,19,3,9,3,10,4,9,3,9,3,10,3,4,0,-630
85239.lin,open,20,7,5,3,9,5,7,7,6,4,9,3,4,0,-600
85239.lin,closed,20,7,5,3,9,5,7,7,6,4,9,3,4,0,-600
85239.lin,open,21,8,4,10,3,10,3,5,8,10,3,5,3,0,500
85239.lin,closed,21,8,4,10,3,10,3,5,8,10,3,5,3,0,500
85239.lin,open,22,11,2,11,2,12,1,10,3,12,1,6,4,1,990
85239.lin,closed,22,11,2,11,2,12,1,10,3,12,1,6,4,1,990
85239.lin,open,23,10,3,10,3,11,2,7,5,8,3,4,0,1,620
85239.lin,closed,23,10,3,10,3,11,2,7,5,8,3,4,0,1,620
85239.lin,open,24,8,4,9,4,9,3,10,3,9,4,3,4,1,400
85239.lin,closed,24,8,4,9,4,9,3,10,3,9,4,3,4,1,400
85239.lin,open,25,5,7,3,10,6,5,6,7,3,9,4,1,0,-620
85239.lin,closed,25,5,7,3,10,6,5,6,7,3,9,4,1,0,-620
85239.lin,open,26,7,6,1,12,3,10,5,8,2,11,6,0,1,-1400
85239.lin,closed,26,7,6,1,12,3,10,5,8,2,11,6,0,1,-1400
85239.lin,open,27,4,8,3,9,3,9,5,7,4,8,3,4,0,-400
85239.lin,closed,27,4,8,3,9,3,9,5,7,4,8,3,4,0,-400
85239.lin,open,28,10,3,11,2,9,4,5,8,7,2,5,1,1,650
85239.lin,closed,28,10,3,11,2,9,4,5,8,7,2,5,1,1,650
85239.lin,open,29,3,9,4,8,5,8,7,6,4,8,1,0,0,-140
85239.lin,closed,29,3,9,4,8,5,8,7,6,4,8,1,0,0,-140
85239.lin,open,30,10,3,9,3,7,6,8,5,10,3,3,4,1,430
85239.lin,closed,30,10,3,9,3,7,6,8,5,10,3,3,4,1,430
85239.lin,open,31,9,4,8,4,6,7,8,5,7,6,2,0,1,140
85239.lin,closed,31,9,4,8,4,6,7,8,5,7,6,2,0,1,140
85239.lin,open,32,5,7,9,3,4,8,4,8,7,5,2,1,1,140
85239.lin,closed,32,5,7,9,3,4,8,4,8,7,5,2,1,1,140
85244.lin,open,1,8,3,7,6,9,4,4,9,7,6,4,3,0,100
85244.lin,closed,1,8,3,7,6,9,4,4,9,7,6,4,3,0,100
85244.lin,open,2,6,7,4,9,5,8,4,9,4,9,3,4,0,-400
85244.lin,closed,2,6,7,4,9,5,8,4,9,4,9,3,4,0,-400
85244.lin,open,3,4,9,8,5,5,8,7,6,5,6,3,0,0,-140
85244.lin,closed,3,4,9,8,5,5,8,7,6,5,6,3,0,0,-140
85244.lin,open,4,7,5,5,7,6,6,8,5,8,5,1,4,1,120
85244.lin,closed,4,7,5,5,7,6,6,8,5,8,5,1,4,1,120
85244.lin,open,5,4,9,6,6,5,8,4,8,5,7,1,0,0,-140
85244.lin,closed,5,4,9,6,6,5,8,4,8,5,7,1,0,0,-140
85244.lin,open,6,9,4,7,4,6,7,6,7,7,4,1,0,1,140
85244.lin,closed,6,9,4,7,4,6,7,6,7,7,4,1,0,1,140
85244.lin,open,7,8,5,12,1,13,0,9,4,12,1,7,2,1,2140
85244.lin,closed,7,8,5,12,1,13,0,9,4,12,1,7,2,1,2140
85244.lin,closed,8,3,10,2,10,2,10,6,7,3,10,3,4,0,-430
85244.lin,closed,9,6,7,1,11,6,7,0,12,1,10,6,3,0,-1370
85244.lin,closed,10,4,8,8,4,5,7,7,6,7,5,2,0,0,-110
85244.lin,closed,11,5,7,4,9,4,9,3,10,4,9,3,4,0,-400
85244.lin,closed,12,5,8,12,1,11,1,6,6,9,1,6,0,0,800
85244.lin,closed,13,8,5,8,3,10,2,7,6,10,3,3,4,1,630
85244.lin,closed,14,6,7,7,5,7,5,5,7,7,6,1,4,1,90
85244.lin,closed,15,10,2,7,5,11,2,5,8,7,4,5,2,1,600
85244.lin,closed,16,7,6,6,7,6,7,3,9,4,9,4,0,1,-500
85246.lin,open,12,2,10,10,2,1,11,10,1,2,2,5,1,1,-200
85246.lin,closed,12,2,10,10,2,1,11,10,1,2,2,5,1,1,-200
85246.lin,open,13,8,5,9,4,8,5,9,4,8,5,1,1,1,140
85246.lin,closed,13,8,5,9,4,8,5,9,4,8,5,1,1,1,140
